1187.85, 1187.85
-898.57, 8302.28
489.91, 8648.10
2389.01, 8962.07
4311.33, 8962.07
6276.25, 8962.07
7580.80, 8962.07
7832.76, 8962.07
8110.09, 8962.07
8140.10, 8962.07
8176.57, 8962.07
8206.75, 8962.07
8220.53, 8962.07
8240.79, 8962.07
8259.42, 8962.07
8264.35, 8962.07
8273.61, 8962.07
8276.83, 8962.07
8290.24, 8962.07
8290.24, 8962.07
8296.79, 8962.07
8342.84, 8962.07
8425.47, 8962.07
8516.94, 8962.07
8567.53, 8962.07
8576.81, 8962.07
8626.73, 8962.07
8654.68, 8962.07
8689.10, 8995.00
8704.98, 8995.00
8721.79, 8995.00
8752.63, 8995.00
8772.45, 8995.00
8778.80, 8995.00
8810.86, 8995.00
8826.40, 8995.00
8827.72, 8995.00
8834.17, 8995.00
8837.39, 8995.00
8843.81, 8995.00
8851.91, 8995.00
8851.91, 8995.00
8861.59, 8995.00
8869.17, 8995.00
8877.72, 8995.00
8895.20, 9014.00
8900.06, 9014.00
8907.64, 9014.00
8914.72, 9014.00
8914.72, 9014.00
8914.72, 9014.00
8918.75, 9014.00
8925.62, 9014.00
8925.62, 9014.00
8925.62, 9014.00
8925.62, 9014.00
8925.62, 9014.00
8927.33, 9014.00
8929.06, 9014.00
8935.71, 9014.00
8943.55, 9014.00
8943.55, 9014.00
8943.55, 9014.00
8943.55, 9014.00
8943.55, 9014.00
8944.74, 9014.00
8948.64, 9014.00
8948.77, 9014.00
8948.77, 9014.00
8948.84, 9014.00
8950.77, 9014.00
8950.77, 9014.00
8953.55, 9014.00
8958.45, 9014.00
8959.42, 9014.00
8959.42, 9014.00
9061.93, 10815.63
9121.67, 10815.63
9140.74, 10815.63
9140.74, 10815.63
9192.74, 10815.63
9235.03, 10815.63
9252.48, 10815.63
9252.48, 10815.63
9284.89, 10815.63
9303.97, 10815.63
9347.94, 10815.63
9347.94, 10815.63
9414.26, 10815.63
9424.61, 10815.63
9446.19, 10815.63
9451.41, 10815.63
9479.11, 10815.63
9512.61, 10815.63
9527.48, 10815.63
9533.49, 10815.63
9533.49, 10815.63
9604.90, 10815.63
9633.93, 10815.63
9708.24, 10815.63
9750.69, 10815.63
9775.91, 10815.63
9816.08, 10815.63
9850.31, 10815.63
9866.48, 10815.63
9887.38, 10815.63
9938.85, 10815.63
9956.48, 10815.63
9991.21, 10815.63
10052.98, 10815.63
10083.09, 10815.63
10156.87, 10815.63
10156.87, 10815.63
10184.42, 10815.63
10207.03, 10815.63
10253.97, 10815.63
10345.94, 10941.00
10355.23, 10941.00
10402.03, 11052.00
10456.97, 11052.00
10497.07, 11052.00
10502.68, 11052.00
10502.68, 11052.00
10514.48, 11052.00
10526.71, 11052.00
10563.81, 11073.00
10574.42, 11073.00
10596.83, 11073.00
10613.70, 11073.00
10640.31, 11207.00
10699.79, 11207.00
10714.25, 11207.00
10736.92, 11207.00
10761.79, 11249.00
10761.79, 11249.00
10761.79, 11249.00
10798.41, 11305.00
10837.18, 11305.00
10837.18, 11305.00
10870.63, 11572.00
10870.63, 11572.00
10879.73, 11572.00
10879.73, 11572.00
10881.83, 11572.00
10901.79, 11572.00
10910.99, 11572.00
10910.99, 11572.00
10910.99, 11572.00
10918.15, 11572.00
10934.31, 11572.00
10934.31, 11572.00
10961.70, 11572.00
10961.70, 11572.00
10961.70, 11572.00
10962.50, 11572.00
10962.50, 11572.00
10964.86, 11572.00
10964.86, 11572.00
10964.86, 11572.00
10971.08, 11572.00
10971.08, 11572.00
10971.08, 11572.00
10971.08, 11572.00
10994.18, 11572.00
10994.18, 11572.00
11000.29, 11572.00
11000.29, 11572.00
11000.29, 11572.00
11000.29, 11572.00
11003.00, 11572.00
11003.00, 11572.00
11003.00, 11572.00
11003.00, 11572.00
11003.00, 11572.00
11008.68, 11572.00
11008.68, 11572.00
11008.68, 11572.00
11008.68, 11572.00
11008.68, 11572.00
11008.68, 11572.00
11014.68, 11572.00
11014.68, 11572.00
11014.68, 11572.00
11014.68, 11572.00
11014.68, 11572.00
11018.58, 11572.00
11023.32, 11572.00
11023.32, 11572.00
11024.48, 11572.00
11024.48, 11572.00
11030.81, 11572.00
11030.81, 11572.00
11040.77, 11572.00
11040.77, 11572.00
11040.77, 11572.00
11040.77, 11572.00
11040.77, 11572.00
11040.77, 11572.00
11061.94, 11572.00
11067.52, 11572.00
11067.52, 11572.00
11092.90, 11654.00
11106.77, 11654.00
11107.26, 11654.00
11107.26, 11654.00
11114.26, 11654.00
11114.26, 11654.00
11114.26, 11654.00
11122.61, 11654.00
11122.61, 11654.00
11124.23, 11654.00
11124.23, 11654.00
11127.00, 11654.00
11127.00, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
11140.03, 11654.00
