1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
1,0,0.274872,0.000257127,-0.333357,-7.3274e-06,0.0366675,0.0379546,0.0423055,0.0517283,0.0727573,0.104856,0.135223,0.190594,0.326952,1,0.290603,0.11176,0.0722439,0.0541362,0.0368019,0.0259564,0.0211774,0.0189807,0.0183325
